Surf Spot,Date,SST (°C)
Hikkaduwa,2024-09-21,2909.133333333333
Hikkaduwa,2024-09-22,2909.133333333333
Hikkaduwa,2024-09-23,2909.133333333333
Hikkaduwa,2024-09-24,2909.133333333333
Hikkaduwa,2024-09-25,2909.133333333333
Hikkaduwa,2024-09-26,2909.133333333333
Hikkaduwa,2024-09-27,2909.133333333333
Hikkaduwa,2024-09-28,2909.133333333333
Hikkaduwa,2024-09-29,2909.133333333333
Hikkaduwa,2024-09-30,2909.133333333333
Hikkaduwa,2024-10-01,2883.451612903226
Hikkaduwa,2024-10-02,2883.451612903226
Hikkaduwa,2024-10-03,2883.451612903226
Hikkaduwa,2024-10-04,2883.451612903226
Hikkaduwa,2024-10-05,2883.451612903226
Hikkaduwa,2024-10-06,2883.451612903226
Hikkaduwa,2024-10-07,2883.451612903226
Hikkaduwa,2024-10-08,2883.451612903226
Hikkaduwa,2024-10-09,2883.451612903226
Hikkaduwa,2024-10-10,2883.451612903226
Hikkaduwa,2024-10-11,2883.451612903226
Hikkaduwa,2024-10-12,2883.451612903226
Hikkaduwa,2024-10-13,2883.451612903226
Hikkaduwa,2024-10-14,2883.451612903226
Hikkaduwa,2024-10-15,2883.451612903226
Hikkaduwa,2024-10-16,2883.451612903226
Hikkaduwa,2024-10-17,2883.451612903226
Hikkaduwa,2024-10-18,2883.451612903226
Hikkaduwa,2024-10-19,2883.451612903226
Hikkaduwa,2024-10-20,2883.451612903226
Hikkaduwa,2024-10-21,2883.451612903226
Hikkaduwa,2024-10-22,2883.451612903226
Hikkaduwa,2024-10-23,2883.451612903226
Hikkaduwa,2024-10-24,2883.451612903226
Hikkaduwa,2024-10-25,2883.451612903226
Hikkaduwa,2024-10-26,2883.451612903226
Hikkaduwa,2024-10-27,2883.451612903226
Hikkaduwa,2024-10-28,2883.451612903226
Hikkaduwa,2024-10-29,2883.451612903226
Hikkaduwa,2024-10-30,2883.451612903226
Hikkaduwa,2024-10-31,2883.451612903226
Hikkaduwa,2024-11-01,2966.9333333333334
Hikkaduwa,2024-11-02,2966.9333333333334
Hikkaduwa,2024-11-03,2966.9333333333334
Hikkaduwa,2024-11-04,2966.9333333333334
Hikkaduwa,2024-11-05,2966.9333333333334
Hikkaduwa,2024-11-06,2966.9333333333334
Hikkaduwa,2024-11-07,2966.9333333333334
Hikkaduwa,2024-11-08,2966.9333333333334
Hikkaduwa,2024-11-09,2966.9333333333334
Hikkaduwa,2024-11-10,2966.9333333333334
Hikkaduwa,2024-11-11,2966.9333333333334
Hikkaduwa,2024-11-12,2966.9333333333334
Hikkaduwa,2024-11-13,2966.9333333333334
Hikkaduwa,2024-11-14,2966.9333333333334
Hikkaduwa,2024-11-15,2966.9333333333334
Hikkaduwa,2024-11-16,2966.9333333333334
Hikkaduwa,2024-11-17,2966.9333333333334
Hikkaduwa,2024-11-18,2966.9333333333334
Hikkaduwa,2024-11-19,2966.9333333333334
Hikkaduwa,2024-11-20,2966.9333333333334
Hikkaduwa,2024-11-21,2966.9333333333334
Hikkaduwa,2024-11-22,2966.9333333333334
Hikkaduwa,2024-11-23,2966.9333333333334
Hikkaduwa,2024-11-24,2966.9333333333334
Hikkaduwa,2024-11-25,2966.9333333333334
Hikkaduwa,2024-11-26,2966.9333333333334
Hikkaduwa,2024-11-27,2966.9333333333334
Hikkaduwa,2024-11-28,2966.9333333333334
Hikkaduwa,2024-11-29,2966.9333333333334
Hikkaduwa,2024-11-30,2966.9333333333334
Hikkaduwa,2024-12-01,2897.233333333333
Hikkaduwa,2024-12-02,2897.233333333333
Hikkaduwa,2024-12-03,2897.233333333333
Hikkaduwa,2024-12-04,2897.233333333333
Hikkaduwa,2024-12-05,2897.233333333333
Hikkaduwa,2024-12-06,2897.233333333333
Hikkaduwa,2024-12-07,2897.233333333333
Hikkaduwa,2024-12-08,2897.233333333333
Hikkaduwa,2024-12-09,2897.233333333333
Hikkaduwa,2024-12-10,2897.233333333333
Hikkaduwa,2024-12-11,2897.233333333333
Hikkaduwa,2024-12-12,2897.233333333333
Hikkaduwa,2024-12-13,2897.233333333333
Hikkaduwa,2024-12-14,2897.233333333333
Hikkaduwa,2024-12-15,2897.233333333333
Hikkaduwa,2024-12-16,2897.233333333333
Hikkaduwa,2024-12-17,2897.233333333333
Hikkaduwa,2024-12-18,2897.233333333333
Hikkaduwa,2024-12-19,2897.233333333333
Hikkaduwa,2024-12-20,2897.233333333333
Hikkaduwa,2024-12-21,2897.233333333333
Hikkaduwa,2024-12-22,2897.233333333333
Hikkaduwa,2024-12-23,2897.233333333333
Hikkaduwa,2024-12-24,2897.233333333333
Hikkaduwa,2024-12-25,2897.233333333333
Hikkaduwa,2024-12-26,2897.233333333333
Hikkaduwa,2024-12-27,2897.233333333333
Hikkaduwa,2024-12-28,2897.233333333333
Hikkaduwa,2024-12-29,2897.233333333333
Hikkaduwa,2024-12-30,2897.233333333333
Hikkaduwa,2024-12-31,2897.233333333333
Hiriketiya,2024-01-01,2830.8064516129034
Hiriketiya,2024-01-02,2830.8064516129034
Hiriketiya,2024-01-03,2830.8064516129034
Hiriketiya,2024-01-04,2830.8064516129034
Hiriketiya,2024-01-05,2830.8064516129034
Hiriketiya,2024-01-06,2830.8064516129034
Hiriketiya,2024-01-07,2830.8064516129034
Hiriketiya,2024-01-08,2830.8064516129034
Hiriketiya,2024-01-09,2830.8064516129034
Hiriketiya,2024-01-10,2830.8064516129034
Hiriketiya,2024-01-11,2830.8064516129034
Hiriketiya,2024-01-12,2830.8064516129034
Hiriketiya,2024-01-13,2830.8064516129034
Hiriketiya,2024-01-14,2830.8064516129034
Hiriketiya,2024-01-15,2830.8064516129034
Hiriketiya,2024-01-16,2830.8064516129034
Hiriketiya,2024-01-17,2830.8064516129034
Hiriketiya,2024-01-18,2830.8064516129034
Hiriketiya,2024-01-19,2830.8064516129034
Hiriketiya,2024-01-20,2830.8064516129034
Hiriketiya,2024-01-21,2830.8064516129034
Hiriketiya,2024-01-22,2830.8064516129034
Hiriketiya,2024-01-23,2830.8064516129034
Hiriketiya,2024-01-24,2830.8064516129034
Hiriketiya,2024-01-25,2830.8064516129034
Hiriketiya,2024-01-26,2830.8064516129034
Hiriketiya,2024-01-27,2830.8064516129034
Hiriketiya,2024-01-28,2830.8064516129034
Hiriketiya,2024-01-29,2830.8064516129034
Hiriketiya,2024-01-30,2830.8064516129034
Hiriketiya,2024-01-31,2830.8064516129034
Hiriketiya,2024-02-01,2880.4827586206898
Hiriketiya,2024-02-02,2880.4827586206898
Hiriketiya,2024-02-03,2880.4827586206898
Hiriketiya,2024-02-04,2880.4827586206898
Hiriketiya,2024-02-05,2880.4827586206898
Hiriketiya,2024-02-06,2880.4827586206898
Hiriketiya,2024-02-07,2880.4827586206898
Hiriketiya,2024-02-08,2880.4827586206898
Hiriketiya,2024-02-09,2880.4827586206898
Hiriketiya,2024-02-10,2880.4827586206898
Hiriketiya,2024-02-11,2880.4827586206898
Hiriketiya,2024-02-12,2880.4827586206898
Hiriketiya,2024-02-13,2880.4827586206898
Hiriketiya,2024-02-14,2880.4827586206898
Hiriketiya,2024-02-15,2880.4827586206898
Hiriketiya,2024-02-16,2880.4827586206898
Hiriketiya,2024-02-17,2880.4827586206898
Hiriketiya,2024-02-18,2880.4827586206898
Hiriketiya,2024-02-19,2880.4827586206898
Hiriketiya,2024-02-20,2880.4827586206898
Hiriketiya,2024-02-21,2880.4827586206898
Hiriketiya,2024-02-22,2880.4827586206898
Hiriketiya,2024-02-23,2880.4827586206898
Hiriketiya,2024-02-24,2880.4827586206898
Hiriketiya,2024-02-25,2880.4827586206898
Hiriketiya,2024-02-26,2880.4827586206898
Hiriketiya,2024-02-27,2880.4827586206898
Hiriketiya,2024-02-28,2880.4827586206898
Hiriketiya,2024-02-29,2880.4827586206898
Hiriketiya,2024-03-01,2947.967741935484
Hiriketiya,2024-03-02,2947.967741935484
Hiriketiya,2024-03-03,2947.967741935484
Hiriketiya,2024-03-04,2947.967741935484
Hiriketiya,2024-03-05,2947.967741935484
Hiriketiya,2024-03-06,2947.967741935484
Hiriketiya,2024-03-07,2947.967741935484
Hiriketiya,2024-03-08,2947.967741935484
Hiriketiya,2024-03-09,2947.967741935484
Hiriketiya,2024-03-10,2947.967741935484
Hiriketiya,2024-03-11,2947.967741935484
Hiriketiya,2024-03-12,2947.967741935484
Hiriketiya,2024-03-13,2947.967741935484
Hiriketiya,2024-03-14,2947.967741935484
Hiriketiya,2024-03-15,2947.967741935484
Hiriketiya,2024-03-16,2947.967741935484
Hiriketiya,2024-03-17,2947.967741935484
Hiriketiya,2024-03-18,2947.967741935484
Hiriketiya,2024-03-19,2947.967741935484
Hiriketiya,2024-03-20,2947.967741935484
Hiriketiya,2024-03-21,2947.967741935484
Hiriketiya,2024-03-22,2947.967741935484
Hiriketiya,2024-03-23,2947.967741935484
Hiriketiya,2024-03-24,2947.967741935484
Hiriketiya,2024-03-25,2947.967741935484
Hiriketiya,2024-03-26,2947.967741935484
Hiriketiya,2024-03-27,2947.967741935484
Hiriketiya,2024-03-28,2947.967741935484
Hiriketiya,2024-03-29,2947.967741935484
Hiriketiya,2024-03-30,2947.967741935484
Hiriketiya,2024-03-31,2947.967741935484
Hiriketiya,2024-04-01,3044.6666666666665
Hiriketiya,2024-04-02,3044.6666666666665
Hiriketiya,2024-04-03,3044.6666666666665
Hiriketiya,2024-04-04,3044.6666666666665
Hiriketiya,2024-04-05,3044.6666666666665
Hiriketiya,2024-04-06,3044.6666666666665
Hiriketiya,2024-04-07,3044.6666666666665
Hiriketiya,2024-04-08,3044.6666666666665
Hiriketiya,2024-04-09,3044.6666666666665
Hiriketiya,2024-04-10,3044.6666666666665
Hiriketiya,2024-04-11,3044.6666666666665
Hiriketiya,2024-04-12,3044.6666666666665
Hiriketiya,2024-04-13,3044.6666666666665
Hiriketiya,2024-04-14,3044.6666666666665
Hiriketiya,2024-04-15,3044.6666666666665
Hiriketiya,2024-04-16,3044.6666666666665
Hiriketiya,2024-04-17,3044.6666666666665
Hiriketiya,2024-04-18,3044.6666666666665
Hiriketiya,2024-04-19,3044.6666666666665
Hiriketiya,2024-04-20,3044.6666666666665
Hiriketiya,2024-04-21,3044.6666666666665
Hiriketiya,2024-04-22,3044.6666666666665
Hiriketiya,2024-04-23,3044.6666666666665
Hiriketiya,2024-04-24,3044.6666666666665
Hiriketiya,2024-04-25,3044.6666666666665
Hiriketiya,2024-04-26,3044.6666666666665
Hiriketiya,2024-04-27,3044.6666666666665
Hiriketiya,2024-04-28,3044.6666666666665
Hiriketiya,2024-04-29,3044.6666666666665
Hiriketiya,2024-04-30,3044.6666666666665
Hiriketiya,2024-05-01,2939.5806451612902
Hiriketiya,2024-05-02,2939.5806451612902
Hiriketiya,2024-05-03,2939.5806451612902
Hiriketiya,2024-05-04,2939.5806451612902
Hiriketiya,2024-05-05,2939.5806451612902
Hiriketiya,2024-05-06,2939.5806451612902
Hiriketiya,2024-05-07,2939.5806451612902
Hiriketiya,2024-05-08,2939.5806451612902
Hiriketiya,2024-05-09,2939.5806451612902
Hiriketiya,2024-05-10,2939.5806451612902
Hiriketiya,2024-05-11,2939.5806451612902
Hiriketiya,2024-05-12,2939.5806451612902
Hiriketiya,2024-05-13,2939.5806451612902
Hiriketiya,2024-05-14,2939.5806451612902
Hiriketiya,2024-05-15,2939.5806451612902
Hiriketiya,2024-05-16,2939.5806451612902
Hiriketiya,2024-05-17,2939.5806451612902
Hiriketiya,2024-05-18,2939.5806451612902
Hiriketiya,2024-05-19,2939.5806451612902
Hiriketiya,2024-05-20,2939.5806451612902
Hiriketiya,2024-05-21,2939.5806451612902
Hiriketiya,2024-05-22,2939.5806451612902
Hiriketiya,2024-05-23,2939.5806451612902
Hiriketiya,2024-05-24,2939.5806451612902
Hiriketiya,2024-05-25,2939.5806451612902
Hiriketiya,2024-05-26,2939.5806451612902
Hiriketiya,2024-05-27,2939.5806451612902
Hiriketiya,2024-05-28,2939.5806451612902
Hiriketiya,2024-05-29,2939.5806451612902
Hiriketiya,2024-05-30,2939.5806451612902
Hiriketiya,2024-05-31,2939.5806451612902
Hiriketiya,2024-06-01,2894.3333333333335
Hiriketiya,2024-06-02,2894.3333333333335
Hiriketiya,2024-06-03,2894.3333333333335
Hiriketiya,2024-06-04,2894.3333333333335
Hiriketiya,2024-06-05,2894.3333333333335
Hiriketiya,2024-06-06,2894.3333333333335
Hiriketiya,2024-06-07,2894.3333333333335
Hiriketiya,2024-06-08,2894.3333333333335
Hiriketiya,2024-06-09,2894.3333333333335
Hiriketiya,2024-06-10,2894.3333333333335
Hiriketiya,2024-06-11,2894.3333333333335
Hiriketiya,2024-06-12,2894.3333333333335
Hiriketiya,2024-06-13,2894.3333333333335
Hiriketiya,2024-06-14,2894.3333333333335
Hiriketiya,2024-06-15,2894.3333333333335
Hiriketiya,2024-06-16,2894.3333333333335
Hiriketiya,2024-06-17,2894.3333333333335
Hiriketiya,2024-06-18,2894.3333333333335
Hiriketiya,2024-06-19,2894.3333333333335
Hiriketiya,2024-06-20,2894.3333333333335
Hiriketiya,2024-06-21,2894.3333333333335
Hiriketiya,2024-06-22,2894.3333333333335
Hiriketiya,2024-06-23,2894.3333333333335
Hiriketiya,2024-06-24,2894.3333333333335
Hiriketiya,2024-06-25,2894.3333333333335
Hiriketiya,2024-06-26,2894.3333333333335
Hiriketiya,2024-06-27,2894.3333333333335
Hiriketiya,2024-06-28,2894.3333333333335
Hiriketiya,2024-06-29,2894.3333333333335
Hiriketiya,2024-06-30,2894.3333333333335
Hiriketiya,2024-07-01,2859.1935483870966
Hiriketiya,2024-07-02,2859.1935483870966
Hiriketiya,2024-07-03,2859.1935483870966
Hiriketiya,2024-07-04,2859.1935483870966
Hiriketiya,2024-07-05,2859.1935483870966
Hiriketiya,2024-07-06,2859.1935483870966
Hiriketiya,2024-07-07,2859.1935483870966
Hiriketiya,2024-07-08,2859.1935483870966
Hiriketiya,2024-07-09,2859.1935483870966
Hiriketiya,2024-07-10,2859.1935483870966
Hiriketiya,2024-07-11,2859.1935483870966
Hiriketiya,2024-07-12,2859.1935483870966
Hiriketiya,2024-07-13,2859.1935483870966
Hiriketiya,2024-07-14,2859.1935483870966
Hiriketiya,2024-07-15,2859.1935483870966
Hiriketiya,2024-07-16,2859.1935483870966
Hiriketiya,2024-07-17,2859.1935483870966
Hiriketiya,2024-07-18,2859.1935483870966
Hiriketiya,2024-07-19,2859.1935483870966
Hiriketiya,2024-07-20,2859.1935483870966
Hiriketiya,2024-07-21,2859.1935483870966
Hiriketiya,2024-07-22,2859.1935483870966
Hiriketiya,2024-07-23,2859.1935483870966
Hiriketiya,2024-07-24,2859.1935483870966
Hiriketiya,2024-07-25,2859.1935483870966
Hiriketiya,2024-07-26,2859.1935483870966
Hiriketiya,2024-07-27,2859.1935483870966
Hiriketiya,2024-07-28,2859.1935483870966
Hiriketiya,2024-07-29,2859.1935483870966
Hiriketiya,2024-07-30,2859.1935483870966
Hiriketiya,2024-07-31,2859.1935483870966
Hiriketiya,2024-08-01,2859.6451612903224
Hiriketiya,2024-08-02,2859.6451612903224
Hiriketiya,2024-08-03,2859.6451612903224
Hiriketiya,2024-08-04,2859.6451612903224
Hiriketiya,2024-08-05,2859.6451612903224
Hiriketiya,2024-08-06,2859.6451612903224
Hiriketiya,2024-08-07,2859.6451612903224
Hiriketiya,2024-08-08,2859.6451612903224
Hiriketiya,2024-08-09,2859.6451612903224
Hiriketiya,2024-08-10,2859.6451612903224
Hiriketiya,2024-08-11,2859.6451612903224
Hiriketiya,2024-08-12,2859.6451612903224
Hiriketiya,2024-08-13,2859.6451612903224
Hiriketiya,2024-08-14,2859.6451612903224
Hiriketiya,2024-08-15,2859.6451612903224
Hiriketiya,2024-08-16,2859.6451612903224
Hiriketiya,2024-08-17,2859.6451612903224
Hiriketiya,2024-08-18,2859.6451612903224
Hiriketiya,2024-08-19,2859.6451612903224
Hiriketiya,2024-08-20,2859.6451612903224
Hiriketiya,2024-08-21,2859.6451612903224
Hiriketiya,2024-08-22,2859.6451612903224
Hiriketiya,2024-08-23,2859.6451612903224
Hiriketiya,2024-08-24,2859.6451612903224
Hiriketiya,2024-08-25,2859.6451612903224
Hiriketiya,2024-08-26,2859.6451612903224
Hiriketiya,2024-08-27,2859.6451612903224
Hiriketiya,2024-08-28,2859.6451612903224
Hiriketiya,2024-08-29,2859.6451612903224
Hiriketiya,2024-08-30,2859.6451612903224
Hiriketiya,2024-08-31,2859.6451612903224
Hiriketiya,2024-09-01,2905.9666666666667
Hiriketiya,2024-09-02,2905.9666666666667
Hiriketiya,2024-09-03,2905.9666666666667
Hiriketiya,2024-09-04,2905.9666666666667
Hiriketiya,2024-09-05,2905.9666666666667
Hiriketiya,2024-09-06,2905.9666666666667
Hiriketiya,2024-09-07,2905.9666666666667
Hiriketiya,2024-09-08,2905.9666666666667
Hiriketiya,2024-09-09,2905.9666666666667
Hiriketiya,2024-09-10,2905.9666666666667
Hiriketiya,2024-09-11,2905.9666666666667
Hiriketiya,2024-09-12,2905.9666666666667
Hiriketiya,2024-09-13,2905.9666666666667
Hiriketiya,2024-09-14,2905.9666666666667
Hiriketiya,2024-09-15,2905.9666666666667
Hiriketiya,2024-09-16,2905.9666666666667
Hiriketiya,2024-09-17,2905.9666666666667
Hiriketiya,2024-09-18,2905.9666666666667
Hiriketiya,2024-09-19,2905.9666666666667
Hiriketiya,2024-09-20,2905.9666666666667
Hiriketiya,2024-09-21,2905.9666666666667
Hiriketiya,2024-09-22,2905.9666666666667
Hiriketiya,2024-09-23,2905.9666666666667
Hiriketiya,2024-09-24,2905.9666666666667
Hiriketiya,2024-09-25,2905.9666666666667
Hiriketiya,2024-09-26,2905.9666666666667
Hiriketiya,2024-09-27,2905.9666666666667
Hiriketiya,2024-09-28,2905.9666666666667
Hiriketiya,2024-09-29,2905.9666666666667
Hiriketiya,2024-09-30,2905.9666666666667
Hiriketiya,2024-10-01,2879.8064516129034
Hiriketiya,2024-10-02,2879.8064516129034
Hiriketiya,2024-10-03,2879.8064516129034
Hiriketiya,2024-10-04,2879.8064516129034
Hiriketiya,2024-10-05,2879.8064516129034
Hiriketiya,2024-10-06,2879.8064516129034
Hiriketiya,2024-10-07,2879.8064516129034
Hiriketiya,2024-10-08,2879.8064516129034
Hiriketiya,2024-10-09,2879.8064516129034
Hiriketiya,2024-10-10,2879.8064516129034
Hiriketiya,2024-10-11,2879.8064516129034
Hiriketiya,2024-10-12,2879.8064516129034
Hiriketiya,2024-10-13,2879.8064516129034
Hiriketiya,2024-10-14,2879.8064516129034
Hiriketiya,2024-10-15,2879.8064516129034
Hiriketiya,2024-10-16,2879.8064516129034
Hiriketiya,2024-10-17,2879.8064516129034
Hiriketiya,2024-10-18,2879.8064516129034
Hiriketiya,2024-10-19,2879.8064516129034
Hiriketiya,2024-10-20,2879.8064516129034
Hiriketiya,2024-10-21,2879.8064516129034
Hiriketiya,2024-10-22,2879.8064516129034
Hiriketiya,2024-10-23,2879.8064516129034
Hiriketiya,2024-10-24,2879.8064516129034
Hiriketiya,2024-10-25,2879.8064516129034
Hiriketiya,2024-10-26,2879.8064516129034
Hiriketiya,2024-10-27,2879.8064516129034
Hiriketiya,2024-10-28,2879.8064516129034
Hiriketiya,2024-10-29,2879.8064516129034
Hiriketiya,2024-10-30,2879.8064516129034
Hiriketiya,2024-10-31,2879.8064516129034
Hiriketiya,2024-11-01,2971.8
Hiriketiya,2024-11-02,2971.8
Hiriketiya,2024-11-03,2971.8
Hiriketiya,2024-11-04,2971.8
Hiriketiya,2024-11-05,2971.8
Hiriketiya,2024-11-06,2971.8
Hiriketiya,2024-11-07,2971.8
Hiriketiya,2024-11-08,2971.8
Hiriketiya,2024-11-09,2971.8
Hiriketiya,2024-11-10,2971.8
Hiriketiya,2024-11-11,2971.8
Hiriketiya,2024-11-12,2971.8
Hiriketiya,2024-11-13,2971.8
Hiriketiya,2024-11-14,2971.8
Hiriketiya,2024-11-15,2971.8
Hiriketiya,2024-11-16,2971.8
Hiriketiya,2024-11-17,2971.8
Hiriketiya,2024-11-18,2971.8
Hiriketiya,2024-11-19,2971.8
Hiriketiya,2024-11-20,2971.8
Hiriketiya,2024-11-21,2971.8
Hiriketiya,2024-11-22,2971.8
Hiriketiya,2024-11-23,2971.8
Hiriketiya,2024-11-24,2971.8
Hiriketiya,2024-11-25,2971.8
Hiriketiya,2024-11-26,2971.8
Hiriketiya,2024-11-27,2971.8
Hiriketiya,2024-11-28,2971.8
Hiriketiya,2024-11-29,2971.8
Hiriketiya,2024-11-30,2971.8
Hiriketiya,2024-12-01,2888.3333333333335
Hiriketiya,2024-12-02,2888.3333333333335
Hiriketiya,2024-12-03,2888.3333333333335
Hiriketiya,2024-12-04,2888.3333333333335
Hiriketiya,2024-12-05,2888.3333333333335
Hiriketiya,2024-12-06,2888.3333333333335
Hiriketiya,2024-12-07,2888.3333333333335
Hiriketiya,2024-12-08,2888.3333333333335
Hiriketiya,2024-12-09,2888.3333333333335
Hiriketiya,2024-12-10,2888.3333333333335
Hiriketiya,2024-12-11,2888.3333333333335
Hiriketiya,2024-12-12,2888.3333333333335
Hiriketiya,2024-12-13,2888.3333333333335
Hiriketiya,2024-12-14,2888.3333333333335
Hiriketiya,2024-12-15,2888.3333333333335
Hiriketiya,2024-12-16,2888.3333333333335
Hiriketiya,2024-12-17,2888.3333333333335
Hiriketiya,2024-12-18,2888.3333333333335
Hiriketiya,2024-12-19,2888.3333333333335
Hiriketiya,2024-12-20,2888.3333333333335
Hiriketiya,2024-12-21,2888.3333333333335
Hiriketiya,2024-12-22,2888.3333333333335
Hiriketiya,2024-12-23,2888.3333333333335
Hiriketiya,2024-12-24,2888.3333333333335
Hiriketiya,2024-12-25,2888.3333333333335
Hiriketiya,2024-12-26,2888.3333333333335
Hiriketiya,2024-12-27,2888.3333333333335
Hiriketiya,2024-12-28,2888.3333333333335
Hiriketiya,2024-12-29,2888.3333333333335
Hiriketiya,2024-12-30,2888.3333333333335
Hiriketiya,2024-12-31,2888.3333333333335
Bentota,2024-01-01,2852.8064516129034
Bentota,2024-01-02,2852.8064516129034
Bentota,2024-01-03,2852.8064516129034
Bentota,2024-01-04,2852.8064516129034
Bentota,2024-01-05,2852.8064516129034
Bentota,2024-01-06,2852.8064516129034
Bentota,2024-01-07,2852.8064516129034
Bentota,2024-01-08,2852.8064516129034
Bentota,2024-01-09,2852.8064516129034
Bentota,2024-01-10,2852.8064516129034
Bentota,2024-01-11,2852.8064516129034
Bentota,2024-01-12,2852.8064516129034
Bentota,2024-01-13,2852.8064516129034
Bentota,2024-01-14,2852.8064516129034
Bentota,2024-01-15,2852.8064516129034
Bentota,2024-01-16,2852.8064516129034
Bentota,2024-01-17,2852.8064516129034
Bentota,2024-01-18,2852.8064516129034
Bentota,2024-01-19,2852.8064516129034
Bentota,2024-01-20,2852.8064516129034
Bentota,2024-01-21,2852.8064516129034
Bentota,2024-01-22,2852.8064516129034
Bentota,2024-01-23,2852.8064516129034
Bentota,2024-01-24,2852.8064516129034
Bentota,2024-01-25,2852.8064516129034
Bentota,2024-01-26,2852.8064516129034
Bentota,2024-01-27,2852.8064516129034
Bentota,2024-01-28,2852.8064516129034
Bentota,2024-01-29,2852.8064516129034
Bentota,2024-01-30,2852.8064516129034
Bentota,2024-01-31,2852.8064516129034
Bentota,2024-02-01,2924.137931034483
Bentota,2024-02-02,2924.137931034483
Bentota,2024-02-03,2924.137931034483
Bentota,2024-02-04,2924.137931034483
Bentota,2024-02-05,2924.137931034483
Bentota,2024-02-06,2924.137931034483
Bentota,2024-02-07,2924.137931034483
Bentota,2024-02-08,2924.137931034483
Bentota,2024-02-09,2924.137931034483
Bentota,2024-02-10,2924.137931034483
Bentota,2024-02-11,2924.137931034483
Bentota,2024-02-12,2924.137931034483
Bentota,2024-02-13,2924.137931034483
Bentota,2024-02-14,2924.137931034483
Bentota,2024-02-15,2924.137931034483
Bentota,2024-02-16,2924.137931034483
Bentota,2024-02-17,2924.137931034483
Bentota,2024-02-18,2924.137931034483
Bentota,2024-02-19,2924.137931034483
Bentota,2024-02-20,2924.137931034483
Bentota,2024-02-21,2924.137931034483
Bentota,2024-02-22,2924.137931034483
Bentota,2024-02-23,2924.137931034483
Bentota,2024-02-24,2924.137931034483
Bentota,2024-02-25,2924.137931034483
Bentota,2024-02-26,2924.137931034483
Bentota,2024-02-27,2924.137931034483
Bentota,2024-02-28,2924.137931034483
Bentota,2024-02-29,2924.137931034483
Bentota,2024-03-01,2974.7096774193546
Bentota,2024-03-02,2974.7096774193546
Bentota,2024-03-03,2974.7096774193546
Bentota,2024-03-04,2974.7096774193546
Bentota,2024-03-05,2974.7096774193546
Bentota,2024-03-06,2974.7096774193546
Bentota,2024-03-07,2974.7096774193546
Bentota,2024-03-08,2974.7096774193546
Bentota,2024-03-09,2974.7096774193546
Bentota,2024-03-10,2974.7096774193546
Bentota,2024-03-11,2974.7096774193546
Bentota,2024-03-12,2974.7096774193546
Bentota,2024-03-13,2974.7096774193546
Bentota,2024-03-14,2974.7096774193546
Bentota,2024-03-15,2974.7096774193546
Bentota,2024-03-16,2974.7096774193546
Bentota,2024-03-17,2974.7096774193546
Bentota,2024-03-18,2974.7096774193546
Bentota,2024-03-19,2974.7096774193546
Bentota,2024-03-20,2974.7096774193546
Bentota,2024-03-21,2974.7096774193546
Bentota,2024-03-22,2974.7096774193546
Bentota,2024-03-23,2974.7096774193546
Bentota,2024-03-24,2974.7096774193546
Bentota,2024-03-25,2974.7096774193546
Bentota,2024-03-26,2974.7096774193546
Bentota,2024-03-27,2974.7096774193546
Bentota,2024-03-28,2974.7096774193546
Bentota,2024-03-29,2974.7096774193546
Bentota,2024-03-30,2974.7096774193546
Bentota,2024-03-31,2974.7096774193546
Bentota,2024-04-01,3084.0333333333333
Bentota,2024-04-02,3084.0333333333333
Bentota,2024-04-03,3084.0333333333333
Bentota,2024-04-04,3084.0333333333333
Bentota,2024-04-05,3084.0333333333333
Bentota,2024-04-06,3084.0333333333333
Bentota,2024-04-07,3084.0333333333333
Bentota,2024-04-08,3084.0333333333333
Bentota,2024-04-09,3084.0333333333333
Bentota,2024-04-10,3084.0333333333333
Bentota,2024-04-11,3084.0333333333333
Bentota,2024-04-12,3084.0333333333333
Bentota,2024-04-13,3084.0333333333333
Bentota,2024-04-14,3084.0333333333333
Bentota,2024-04-15,3084.0333333333333
Bentota,2024-04-16,3084.0333333333333
Bentota,2024-04-17,3084.0333333333333
Bentota,2024-04-18,3084.0333333333333
Bentota,2024-04-19,3084.0333333333333
Bentota,2024-04-20,3084.0333333333333
Bentota,2024-04-21,3084.0333333333333
Bentota,2024-04-22,3084.0333333333333
Bentota,2024-04-23,3084.0333333333333
Bentota,2024-04-24,3084.0333333333333
Bentota,2024-04-25,3084.0333333333333
Bentota,2024-04-26,3084.0333333333333
Bentota,2024-04-27,3084.0333333333333
Bentota,2024-04-28,3084.0333333333333
Bentota,2024-04-29,3084.0333333333333
Bentota,2024-04-30,3084.0333333333333
Bentota,2024-05-01,2998.2258064516127
Bentota,2024-05-02,2998.2258064516127
Bentota,2024-05-03,2998.2258064516127
Bentota,2024-05-04,2998.2258064516127
Bentota,2024-05-05,2998.2258064516127
Bentota,2024-05-06,2998.2258064516127
Bentota,2024-05-07,2998.2258064516127
Bentota,2024-05-08,2998.2258064516127
Bentota,2024-05-09,2998.2258064516127
Bentota,2024-05-10,2998.2258064516127
Bentota,2024-05-11,2998.2258064516127
Bentota,2024-05-12,2998.2258064516127
Bentota,2024-05-13,2998.2258064516127
Bentota,2024-05-14,2998.2258064516127
Bentota,2024-05-15,2998.2258064516127
Bentota,2024-05-16,2998.2258064516127
Bentota,2024-05-17,2998.2258064516127
